"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT1G09770","p05-r28-c35","MYB","ATCDC5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G09770","p05-r28-c36","MYB","ATCDC5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G18830","p05-r28-c37","SBP","SPL7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G18830","p05-r28-c38","SBP","SPL7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G21700","p05-r28-c39","MYB-related","SWI3C","Nucleus","Chromosome"
"AT1G21700","p05-r28-c40","MYB-related","SWI3C","Nucleus","Chromosome"
"AT5G66630","p05-r28-c41","Orphans","DAR5","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G66630","p05-r28-c42","Orphans","DAR5","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G46530","p05-r28-c43","ARF","ARF11","Nucleus","Chromosome"
"AT2G46530","p05-r28-c44","ARF","ARF11","Nucleus","Chromosome"
"AT2G35940","p05-r28-c45","HB","EDA29","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G35940","p05-r28-c46","HB","EDA29","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G23150","p05-r28-c47","Orphans","ETR2","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G23150","p05-r28-c48","Orphans","ETR2","Endoplasmic","Endoplasmic reticulum membrane"
"AT5G35330","p05-r29-c01","ND","ATMBD2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G35330","p05-r29-c02","ND","ATMBD2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G75540","p05-r29-c03","Orphans","AtBBX21","Nucleus","Chromosome"
"AT1G75540","p05-r29-c04","Orphans","AtBBX21","Nucleus","Chromosome"
"AT2G47700","p05-r29-c05","ND","RFI2","Nucleus","Chromosome"
"AT2G47700","p05-r29-c06","ND","RFI2","Nucleus","Chromosome"
"AT4G11400","p05-r29-c07","ARID","AT4G11400","Nucleus","Chromosome"
"AT4G11400","p05-r29-c08","ARID","AT4G11400","Nucleus","Chromosome"
"AT4G24060","p05-r29-c09","C2C2-DOF","AT4G24060","Nucleus","Chromosome"
"AT4G24060","p05-r29-c10","C2C2-DOF","AT4G24060","Nucleus","Chromosome"
"AT2G46790","p05-r29-c11","Pseudo","PRR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G46790","p05-r29-c12","Pseudo","PRR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G05900","p05-r29-c13","SET","SUVH10","Nucleus","Chromosome"
"AT2G05900","p05-r29-c14","SET","SUVH10","Nucleus","Chromosome"
"AT5G06100","p05-r29-c15","MYB","ATMYB33","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G06100","p05-r29-c16","MYB","ATMYB33","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G11510","p05-r29-c17","GeBP","AT1G11510","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G11510","p05-r29-c18","GeBP","AT1G11510","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02230","p05-r29-c19","NAC","ANAC004","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02230","p05-r29-c20","NAC","ANAC004","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51980","p05-r29-c21","C3H","AT5G51980","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51980","p05-r29-c22","C3H","AT5G51980","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G14225","p05-r29-c23","zf-AN1","AT4G14225","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G14225","p05-r29-c24","zf-AN1","AT4G14225","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G17180","p05-r29-c25","C2H2","DAZ1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G17180","p05-r29-c26","C2H2","DAZ1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G39810","p05-r29-c27","MADS","AGL98","Nucleus","Chromosome"
"AT5G39810","p05-r29-c28","MADS","AGL98","Nucleus","Chromosome"
"AT3G55210","p05-r29-c29","NAC","ANAC063","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G55210","p05-r29-c30","NAC","ANAC063","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17980","p05-r29-c31","NAC","NAC071","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17980","p05-r29-c32","NAC","NAC071","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G61470","p05-r29-c33","C2H2","AT5G61470","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G61470","p05-r29-c34","C2H2","AT5G61470","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G25310","p05-r29-c35","bHLH","MEE8","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25310","p05-r29-c36","bHLH","MEE8","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G05630","p05-r29-c37","ND","AT4G05630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G05630","p05-r29-c38","ND","AT4G05630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G33500","p05-r29-c39","C2C2-CO-like","BBX12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33500","p05-r29-c40","C2C2-CO-like","BBX12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G31615","p05-r29-c41","ABI3-VP1","REM35","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G31615","p05-r29-c42","ABI3-VP1","REM35","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10113","p05-r29-c43","MYB-related","AT3G10113","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10113","p05-r29-c44","MYB-related","AT3G10113","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G24120","p05-r29-c45","SIGMA70-like","SIGE","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma"
"AT5G24120","p05-r29-c46","SIGMA70-like","SIGE","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma"
"AT4G25410","p05-r29-c47","bHLH","AT4G25410","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G25410","p05-r29-c48","bHLH","AT4G25410","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G35330","p05-r30-c01","ND","ATMBD2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G35330","p05-r30-c02","ND","ATMBD2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G75540","p05-r30-c03","Orphans","AtBBX21","Nucleus","Chromosome"
"AT1G75540","p05-r30-c04","Orphans","AtBBX21","Nucleus","Chromosome"
"AT2G47700","p05-r30-c05","ND","RFI2","Nucleus","Chromosome"
"AT2G47700","p05-r30-c06","ND","RFI2","Nucleus","Chromosome"
"AT4G11400","p05-r30-c07","ARID","AT4G11400","Nucleus","Chromosome"
"AT4G11400","p05-r30-c08","ARID","AT4G11400","Nucleus","Chromosome"
"AT4G24060","p05-r30-c09","C2C2-DOF","AT4G24060","Nucleus","Chromosome"
"AT4G24060","p05-r30-c10","C2C2-DOF","AT4G24060","Nucleus","Chromosome"
"AT2G46790","p05-r30-c11","Pseudo","PRR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G46790","p05-r30-c12","Pseudo","PRR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G05900","p05-r30-c13","SET","SUVH10","Nucleus","Chromosome"
"AT2G05900","p05-r30-c14","SET","SUVH10","Nucleus","Chromosome"
"AT5G06100","p05-r30-c15","MYB","ATMYB33","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G06100","p05-r30-c16","MYB","ATMYB33","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G11510","p05-r30-c17","GeBP","AT1G11510","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G11510","p05-r30-c18","GeBP","AT1G11510","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02230","p05-r30-c19","NAC","ANAC004","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02230","p05-r30-c20","NAC","ANAC004","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51980","p05-r30-c21","C3H","AT5G51980","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51980","p05-r30-c22","C3H","AT5G51980","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G14225","p05-r30-c23","zf-AN1","AT4G14225","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G14225","p05-r30-c24","zf-AN1","AT4G14225","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G17180","p05-r30-c25","C2H2","DAZ1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G17180","p05-r30-c26","C2H2","DAZ1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G39810","p05-r30-c27","MADS","AGL98","Nucleus","Chromosome"
"AT5G39810","p05-r30-c28","MADS","AGL98","Nucleus","Chromosome"
"AT3G55210","p05-r30-c29","NAC","ANAC063","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G55210","p05-r30-c30","NAC","ANAC063","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17980","p05-r30-c31","NAC","NAC071","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17980","p05-r30-c32","NAC","NAC071","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G61470","p05-r30-c33","C2H2","AT5G61470","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G61470","p05-r30-c34","C2H2","AT5G61470","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G25310","p05-r30-c35","bHLH","MEE8","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25310","p05-r30-c36","bHLH","MEE8","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G05630","p05-r30-c37","ND","AT4G05630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G05630","p05-r30-c38","ND","AT4G05630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G33500","p05-r30-c39","C2C2-CO-like","BBX12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33500","p05-r30-c40","C2C2-CO-like","BBX12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G31615","p05-r30-c41","ABI3-VP1","REM35","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G31615","p05-r30-c42","ABI3-VP1","REM35","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10113","p05-r30-c43","MYB-related","AT3G10113","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10113","p05-r30-c44","MYB-related","AT3G10113","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G24120","p05-r30-c45","SIGMA70-like","SIGE","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma"
"AT5G24120","p05-r30-c46","SIGMA70-like","SIGE","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma"
"AT4G25410","p05-r30-c47","bHLH","AT4G25410","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G25410","p05-r30-c48","bHLH","AT4G25410","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G45300","p05-r31-c01","BES1","BAM8","Nucleus","Chromosome"
"AT5G45300","p05-r31-c02","BES1","BAM8","Nucleus","Chromosome"
"AT2G41450","p05-r31-c03","GNAT","AT2G41450","Nucleus","Chromosome"
"AT2G41450","p05-r31-c04","GNAT","AT2G41450","Nucleus","Chromosome"
"AT4G20400","p05-r31-c05","JUMONJI","JMJ14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G20400","p05-r31-c06","JUMONJI","JMJ14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65910","p05-r31-c07","NAC","NAC028","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65910","p05-r31-c08","NAC","NAC028","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G44430","p05-r31-c09","MYB-related","AT2G44430","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G44430","p05-r31-c10","MYB-related","AT2G44430","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G23380","p05-r31-c11","SET","CLF","Nucleus","Chromosome"
"AT2G23380","p05-r31-c12","SET","CLF","Nucleus","Chromosome"
"AT2G28450","p05-r31-c13","C3H","AT2G28450","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G28450","p05-r31-c14","C3H","AT2G28450","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G24190","p05-r31-c15","Orphans","ATSIN3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G24190","p05-r31-c16","Orphans","ATSIN3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51230","p05-r31-c17","C2H2","CYR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51230","p05-r31-c18","C2H2","CYR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G15020","p05-r31-c19","Orphans","SNL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G15020","p05-r31-c20","Orphans","SNL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18090","p05-r31-c21","SWI/SNF-BAF60b","AT2G18090","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT2G18090","p05-r31-c22","SWI/SNF-BAF60b","AT2G18090","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G41580","p05-r31-c23","zf-MIZ","PIAL2","Nucleus","Chromosome"
"AT5G41580","p05-r31-c24","zf-MIZ","PIAL2","Nucleus","Chromosome"
"AT1G32810","p05-r31-c25","PHD","AT1G32810","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G32810","p05-r31-c26","PHD","AT1G32810","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G16780","p05-r31-c27","SART-1","DOT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G16780","p05-r31-c28","SART-1","DOT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G52170","p05-r31-c29","HB","HDG7","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G52170","p05-r31-c30","HB","HDG7","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G38950","p05-r31-c31","JUMONJI","AT2G38950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G38950","p05-r31-c32","JUMONJI","AT2G38950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65490","p05-r31-c33","SGT1","AT5G65490","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G65490","p05-r31-c34","SGT1","AT5G65490","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G19260","p05-r31-c35","PHD","AT2G19260","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G19260","p05-r31-c36","PHD","AT2G19260","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G04940","p05-r31-c37","SET","SUVH1","Nucleus","Chromosome"
"AT5G04940","p05-r31-c38","SET","SUVH1","Nucleus","Chromosome"
"AT5G08630","p05-r31-c39","DDT","AT5G08630","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G08630","p05-r31-c40","DDT","AT5G08630","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G04050","p05-r31-c41","SET","SUVR1","Nucleus","Chromosome"
"AT1G04050","p05-r31-c42","SET","SUVR1","Nucleus","Chromosome"
"AT3G05670","p05-r31-c43","PHD","AT3G05670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G05670","p05-r31-c44","PHD","AT3G05670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G30460","p05-r31-c45","C3H","ATCPSF30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G30460","p05-r31-c46","C3H","ATCPSF30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40950","p05-r31-c47","bZIP","BZIP17","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G40950","p05-r31-c48","bZIP","BZIP17","Endoplasmic","Endoplasmic reticulum membrane"
"AT5G45300","p05-r32-c01","BES1","BAM8","Nucleus","Chromosome"
"AT5G45300","p05-r32-c02","BES1","BAM8","Nucleus","Chromosome"
"AT2G41450","p05-r32-c03","GNAT","AT2G41450","Nucleus","Chromosome"
"AT2G41450","p05-r32-c04","GNAT","AT2G41450","Nucleus","Chromosome"
"AT4G20400","p05-r32-c05","JUMONJI","JMJ14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G20400","p05-r32-c06","JUMONJI","JMJ14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65910","p05-r32-c07","NAC","NAC028","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65910","p05-r32-c08","NAC","NAC028","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G44430","p05-r32-c09","MYB-related","AT2G44430","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G44430","p05-r32-c10","MYB-related","AT2G44430","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G23380","p05-r32-c11","SET","CLF","Nucleus","Chromosome"
"AT2G23380","p05-r32-c12","SET","CLF","Nucleus","Chromosome"
"AT2G28450","p05-r32-c13","C3H","AT2G28450","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G28450","p05-r32-c14","C3H","AT2G28450","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G24190","p05-r32-c15","Orphans","ATSIN3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G24190","p05-r32-c16","Orphans","ATSIN3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51230","p05-r32-c17","C2H2","CYR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51230","p05-r32-c18","C2H2","CYR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G15020","p05-r32-c19","Orphans","SNL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G15020","p05-r32-c20","Orphans","SNL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18090","p05-r32-c21","SWI/SNF-BAF60b","AT2G18090","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT2G18090","p05-r32-c22","SWI/SNF-BAF60b","AT2G18090","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G41580","p05-r32-c23","zf-MIZ","PIAL2","Nucleus","Chromosome"
"AT5G41580","p05-r32-c24","zf-MIZ","PIAL2","Nucleus","Chromosome"
"AT1G32810","p05-r32-c25","PHD","AT1G32810","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G32810","p05-r32-c26","PHD","AT1G32810","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G16780","p05-r32-c27","SART-1","DOT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G16780","p05-r32-c28","SART-1","DOT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G52170","p05-r32-c29","HB","HDG7","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G52170","p05-r32-c30","HB","HDG7","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G38950","p05-r32-c31","JUMONJI","AT2G38950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G38950","p05-r32-c32","JUMONJI","AT2G38950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65490","p05-r32-c33","SGT1","AT5G65490","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G65490","p05-r32-c34","SGT1","AT5G65490","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G19260","p05-r32-c35","PHD","AT2G19260","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G19260","p05-r32-c36","PHD","AT2G19260","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G04940","p05-r32-c37","SET","SUVH1","Nucleus","Chromosome"
"AT5G04940","p05-r32-c38","SET","SUVH1","Nucleus","Chromosome"
"AT5G08630","p05-r32-c39","DDT","AT5G08630","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G08630","p05-r32-c40","DDT","AT5G08630","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G04050","p05-r32-c41","SET","SUVR1","Nucleus","Chromosome"
"AT1G04050","p05-r32-c42","SET","SUVR1","Nucleus","Chromosome"
"AT3G05670","p05-r32-c43","PHD","AT3G05670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G05670","p05-r32-c44","PHD","AT3G05670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G30460","p05-r32-c45","C3H","ATCPSF30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G30460","p05-r32-c46","C3H","ATCPSF30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40950","p05-r32-c47","bZIP","BZIP17","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G40950","p05-r32-c48","bZIP","BZIP17","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G30470","p06-r01-c01","ABI3-VP1","VAL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G30470","p06-r01-c02","ABI3-VP1","VAL1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c03","EV","EV","-","-"
"EV","p06-r01-c04","EV","EV","-","-"
"AT1G20980","p06-r01-c05","SBP","FBR6","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G20980","p06-r01-c06","SBP","FBR6","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c07","EV","EV","-","-"
"EV","p06-r01-c08","EV","EV","-","-"
"AT1G48310","p06-r01-c09","SNF2","CHA18","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G48310","p06-r01-c10","SNF2","CHA18","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c11","EV","EV","-","-"
"EV","p06-r01-c12","EV","EV","-","-"
"AT1G03750","p06-r01-c13","SNF2","CHR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G03750","p06-r01-c14","SNF2","CHR9","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c15","EV","EV","-","-"
"EV","p06-r01-c16","EV","EV","-","-"
"AT1G11950","p06-r01-c17","JUMONJI","AT1G11950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G11950","p06-r01-c18","JUMONJI","AT1G11950","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c19","EV","EV","-","-"
"EV","p06-r01-c20","EV","EV","-","-"
"AT1G66340","p06-r01-c21","Orphans","ETR","Endoplasmic","Endoplasmic reticulum membrane"
"AT1G66340","p06-r01-c22","Orphans","ETR","Endoplasmic","Endoplasmic reticulum membrane"
"EV","p06-r01-c23","EV","EV","-","-"
"EV","p06-r01-c24","EV","EV","-","-"
"AT1G77300","p06-r01-c25","SET","CCR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G77300","p06-r01-c26","SET","CCR1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c27","EV","EV","-","-"
"EV","p06-r01-c28","EV","EV","-","-"
"AT1G79000","p06-r01-c29","TAZ","PCAT2","Nucleus","Chromosome"
"AT1G79000","p06-r01-c30","TAZ","PCAT2","Nucleus","Chromosome"
"EV","p06-r01-c31","EV","EV","-","-"
"EV","p06-r01-c32","EV","EV","-","-"
"AT2G13370","p06-r01-c33","SNF2","CHR5","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G13370","p06-r01-c34","SNF2","CHR5","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c35","EV","EV","-","-"
"EV","p06-r01-c36","EV","EV","-","-"
"AT2G31650","p06-r01-c37","PHD","ATX1","Nucleus","Chromosome"
"AT2G31650","p06-r01-c38","PHD","ATX1","Nucleus","Chromosome"
"EV","p06-r01-c39","EV","EV","-","-"
"EV","p06-r01-c40","EV","EV","-","-"
"AT3G22170","p06-r01-c41","FAR1","FHY3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G22170","p06-r01-c42","FAR1","FHY3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c43","EV","EV","-","-"
"EV","p06-r01-c44","EV","EV","-","-"
"AT5G45050","p06-r01-c45","WRKY","WRKY16","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G45050","p06-r01-c46","WRKY","WRKY16","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r01-c47","EV","EV","-","-"
"EV","p06-r01-c48","EV","EV","-","-"
"AT2G30470","p06-r02-c01","ABI3-VP1","VAL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G30470","p06-r02-c02","ABI3-VP1","VAL1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c03","EV","EV","-","-"
"EV","p06-r02-c04","EV","EV","-","-"
"AT1G20980","p06-r02-c05","SBP","FBR6","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G20980","p06-r02-c06","SBP","FBR6","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c07","EV","EV","-","-"
"EV","p06-r02-c08","EV","EV","-","-"
"AT1G48310","p06-r02-c09","SNF2","CHA18","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G48310","p06-r02-c10","SNF2","CHA18","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c11","EV","EV","-","-"
"EV","p06-r02-c12","EV","EV","-","-"
"AT1G03750","p06-r02-c13","SNF2","CHR9","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G03750","p06-r02-c14","SNF2","CHR9","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c15","EV","EV","-","-"
"EV","p06-r02-c16","EV","EV","-","-"
"AT1G11950","p06-r02-c17","JUMONJI","AT1G11950","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G11950","p06-r02-c18","JUMONJI","AT1G11950","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c19","EV","EV","-","-"
"EV","p06-r02-c20","EV","EV","-","-"
"AT1G66340","p06-r02-c21","Orphans","ETR","Endoplasmic","Endoplasmic reticulum membrane"
"AT1G66340","p06-r02-c22","Orphans","ETR","Endoplasmic","Endoplasmic reticulum membrane"
"EV","p06-r02-c23","EV","EV","-","-"
"EV","p06-r02-c24","EV","EV","-","-"
"AT1G77300","p06-r02-c25","SET","CCR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G77300","p06-r02-c26","SET","CCR1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c27","EV","EV","-","-"
"EV","p06-r02-c28","EV","EV","-","-"
"AT1G79000","p06-r02-c29","TAZ","PCAT2","Nucleus","Chromosome"
"AT1G79000","p06-r02-c30","TAZ","PCAT2","Nucleus","Chromosome"
"EV","p06-r02-c31","EV","EV","-","-"
"EV","p06-r02-c32","EV","EV","-","-"
"AT2G13370","p06-r02-c33","SNF2","CHR5","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G13370","p06-r02-c34","SNF2","CHR5","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c35","EV","EV","-","-"
"EV","p06-r02-c36","EV","EV","-","-"
